@AAV.100025_22/ORF/1-1932/1932/-_10021
@AAV.100025_22/ORF/1-1932/1932/-_10022
@AAV.100025_22/ORF/1-1932/1932/-_10027
@AAV.100025_22/ORF/1-1932/1932/-_10028
@AAV.100025_22/ORF/1-1932/1932/-_10042
@AAV.100025_22/ORF/1-1932/1932/-_10056
@AAV.100025_22/ORF/1-1932/1932/-_10090
@AAV.100025_22/ORF/1-1932/1932/-_10183
