Representative,Chimeric.Count,Chimeric.Percentage
AAV.100226_6,3,11.11
AAV.100009_10,2,7.41
AAV.100080_66,2,7.41
AAV.100096_58,2,7.41
AAV.100238_44,2,7.41
AAV.100244_40,2,7.41
AAV.100144_13,1,3.7
AAV.100273_34,1,3.7
AAV.100231_6,1,3.7
AAV.100063_6,1,3.7
AAV.100165_1,1,3.7
AAV.100077_52,1,3.7
AAV.100106_20,1,3.7
AAV.100062_1,1,3.7
AAV.100038_9,1,3.7
AAV.100008_37,1,3.7
AAV.100130_94,1,3.7
AAV.100224_7,1,3.7
AAV.100112_24,1,3.7
AAV.100158_1,1,3.7
