@AAV.100172_36/ORF/1-2181/2181/+_10048
@AAV.100172_36/ORF/1-2181/2181/+_10049
@AAV.100172_36/ORF/1-2181/2181/+_10050
@AAV.100172_36/ORF/1-2181/2181/+_10104
@AAV.100172_36/ORF/1-2181/2181/+_10105
@AAV.100172_36/ORF/1-2181/2181/+_10159
@AAV.100172_36/ORF/1-2181/2181/+_10160
@AAV.100172_36/ORF/1-2181/2181/+_10219
